checking,duration,credit_hist,purpose,amount,savings,employment,install_rate,personal,other_debtors,residence,property,age,other_install,housing,num_credits,job,num_liable,telephone,foreign,class
A13,Short,A32,A42,Low,A65,A75,High,A92,A101,Long,A121,Senior,A143,A152,Few,A174,One,A192,A201,good
A12,Medium,A33,A45,Low,A64,A73,High,A94,A101,Long,A122,Senior,A142,A152,Many,A173,One,A191,A201,bad
A14,Long,A34,A41,High,A65,A73,High,A93,A101,Short,A123,Middle,A143,A152,Few,A174,One,A192,A201,good
A14,Short,A32,A43,Low,A61,A73,High,A92,A101,Short,A121,Middle,A143,A152,Few,A173,One,A191,A201,good
A14,Short,A30,A42,Medium,A61,A75,Low,A93,A101,Long,A122,Middle,A143,A152,Many,A173,One,A191,A201,good
A14,Medium,A32,A41,Medium,A61,A75,High,A93,A101,Long,A123,Middle,A143,A152,Few,A174,One,A192,A201,good
A11,Medium,A32,A40,High,A61,A74,Low,A93,A102,Long,A122,Middle,A143,A152,Few,A173,One,A192,A201,bad
A14,Medium,A32,A41,Medium,A61,A72,High,A92,A101,Short,A124,Middle,A143,A152,Few,A174,One,A192,A201,good
A11,Short,A34,A40,High,A61,A73,Low,A93,A101,Short,A121,Middle,A143,A151,Many,A173,Two,A191,A201,good
A11,Short,A32,A41,High,A61,A75,High,A93,A101,Long,A124,Middle,A143,A153,Few,A173,One,A192,A201,bad
A11,Short,A32,A44,Low,A61,A72,High,A92,A101,Short,A121,Young,A143,A152,Few,A173,One,A191,A201,good
A14,Medium,A32,A43,High,A61,A72,High,A93,A101,Short,A123,Middle,A143,A152,Few,A173,One,A192,A201,good
A11,Long,A32,A42,High,A61,A73,Low,A93,A103,Short,A122,Middle,A143,A152,Few,A173,Two,A191,A201,good
A11,Medium,A32,A40,Medium,A61,A72,Low,A93,A101,Long,A121,Middle,A143,A152,Few,A173,One,A191,A201,good
A12,Short,A32,A42,Medium,A61,A72,High,A92,A101,Short,A121,Middle,A143,A151,Few,A174,One,A191,A201,good
A12,Short,A32,A48,Low,A65,A75,High,A93,A101,Long,A122,Middle,A143,A152,Many,A173,One,A191,A201,good
A14,Medium,A32,A49,Medium,A61,A74,High,A93,A101,Short,A123,Middle,A142,A152,Many,A173,One,A192,A201,good
A11,Medium,A32,A41,Medium,A61,A73,High,A93,A103,Long,A124,Senior,A141,A152,Few,A173,Two,A192,A201,good
A11,Medium,A33,A43,Medium,A61,A72,High,A92,A101,Short,A123,Middle,A143,A151,Few,A172,One,A192,A201,bad
A14,Long,A33,A43,High,A65,A75,High,A93,A101,Long,A123,Middle,A141,A152,Many,A173,Two,A191,A201,good
A14,Long,A33,A49,Medium,A61,A73,Low,A92,A101,Short,A123,Young,A143,A152,Many,A173,One,A192,A201,good
A14,Medium,A33,A41,High,A61,A74,High,A93,A101,Long,A123,Middle,A143,A152,Many,A172,One,A192,A201,good
A12,Medium,A32,A43,Medium,A62,A72,High,A94,A101,Short,A123,Young,A143,A151,Few,A173,One,A192,A201,bad
A11,Short,A32,A46,Low,A61,A72,High,A92,A101,Long,A122,Young,A143,A152,Few,A173,One,A191,A201,bad
A11,Short,A32,A40,Low,A61,A73,High,A93,A101,Long,A123,Young,A143,A152,Few,A172,One,A191,A201,bad
A14,Short,A32,A48,Low,A65,A71,High,A93,A101,Long,A122,Middle,A143,A152,Few,A174,Two,A192,A201,good
A12,Medium,A34,A43,Low,A61,A73,High,A94,A101,Short,A123,Middle,A143,A152,Few,A173,One,A191,A201,bad
A11,Medium,A30,A42,Medium,A61,A72,Low,A92,A101,Long,A122,Young,A143,A151,Few,A173,One,A191,A201,bad
A14,Long,A32,A41,Medium,A63,A73,High,A93,A101,Long,A123,Young,A143,A152,Few,A173,One,A191,A201,good
A13,Medium,A32,A43,High,A61,A74,High,A93,A101,Short,A123,Young,A141,A152,Few,A173,One,A191,A201,good
A12,Short,A32,A49,Low,A62,A74,High,A93,A101,Long,A121,Senior,A143,A152,Few,A172,One,A191,A201,good
A11,Medium,A34,A42,Low,A61,A75,High,A93,A101,Long,A123,Senior,A143,A152,Many,A173,Two,A192,A201,good
A12,Short,A34,A43,High,A61,A73,Low,A92,A101,Short,A121,Young,A143,A152,Few,A172,One,A191,A201,good
A12,Medium,A32,A40,Low,A61,A72,High,A93,A101,Short,A122,Young,A143,A152,Few,A173,One,A191,A201,good
A11,Long,A32,A42,High,A64,A75,High,A92,A101,Long,A122,Senior,A143,A151,Many,A173,One,A192,A201,good
A14,Medium,A33,A42,Low,A64,A74,High,A92,A101,Short,A122,Middle,A143,A152,Many,A173,One,A191,A201,good
A14,Short,A34,A40,Low,A63,A73,High,A93,A101,Long,A121,Senior,A143,A152,Few,A173,One,A192,A201,good
A12,Short,A33,A40,Low,A61,A71,High,A93,A101,Long,A122,Senior,A143,A152,Few,A174,One,A192,A201,bad
A14,Short,A32,A43,Medium,A61,A73,Low,A93,A101,Long,A123,Senior,A143,A152,Few,A173,One,A192,A201,good
A14,Medium,A32,A40,High,A61,A75,High,A92,A102,Long,A124,Senior,A143,A153,Few,A173,One,A192,A201,good
A14,Short,A32,A40,Low,A62,A73,High,A93,A101,Short,A121,Middle,A143,A151,Few,A172,One,A191,A202,good
A14,Short,A32,A40,High,A61,A73,Low,A93,A103,Long,A122,Young,A143,A151,Few,A173,One,A191,A201,good
A14,Short,A34,A43,Medium,A61,A75,Low,A93,A101,Short,A124,Young,A143,A152,Many,A173,One,A191,A201,good
A12,Long,A30,A49,High,A61,A75,Low,A92,A101,Long,A124,Senior,A143,A153,Many,A174,One,A192,A201,bad
A14,Short,A34,A43,Low,A62,A73,Low,A92,A101,Short,A122,Young,A143,A152,Many,A173,One,A191,A201,good
A12,Short,A32,A43,Low,A65,A75,High,A93,A101,Long,A122,Middle,A143,A152,Few,A173,One,A191,A201,good
A11,Short,A34,A40,Medium,A61,A73,High,A93,A101,Short,A121,Senior,A143,A151,Many,A172,Two,A191,A202,good
A11,Medium,A32,A42,Medium,A65,A73,Low,A94,A101,Long,A123,Young,A143,A152,Few,A173,One,A191,A201,bad
A12,Long,A32,A42,High,A62,A72,High,A93,A102,Short,A124,Middle,A143,A151,Few,A174,One,A192,A201,bad
A14,Medium,A34,A42,Medium,A61,A74,High,A93,A101,Long,A122,Senior,A143,A152,Many,A173,One,A191,A201,good
A12,Medium,A32,A43,Low,A61,A75,High,A94,A103,Short,A121,Middle,A143,A152,Few,A172,One,A191,A201,good
A13,Short,A34,A40,Low,A62,A75,Low,A91,A101,Long,A123,Young,A143,A152,Many,A173,Two,A192,A201,good
A11,Medium,A32,A40,Medium,A61,A72,High,A92,A101,Short,A122,Young,A143,A152,Few,A173,One,A191,A201,bad
A11,Long,A32,A41,High,A61,A75,Low,A93,A101,Long,A124,Senior,A143,A153,Few,A173,Two,A191,A201,good
A13,Short,A32,A43,Low,A62,A75,Low,A91,A101,Long,A121,Senior,A143,A152,Few,A173,One,A191,A201,good
A12,Medium,A34,A43,Low,A62,A72,High,A93,A101,Long,A124,Middle,A141,A152,Many,A173,Two,A191,A201,bad
A11,Medium,A32,A40,Low,A61,A72,High,A92,A101,Long,A122,Young,A143,A151,Few,A173,One,A191,A201,bad
A14,Short,A32,A40,Low,A65,A73,High,A93,A103,Long,A122,Young,A143,A152,Few,A172,One,A191,A201,bad
A13,Medium,A34,A41,Medium,A63,A73,Low,A93,A101,Short,A123,Middle,A143,A152,Few,A173,One,A192,A201,good
A12,Medium,A31,A40,High,A62,A71,Low,A93,A101,Short,A122,Middle,A143,A152,Few,A174,Two,A192,A201,bad
A14,Medium,A32,A43,Low,A61,A73,High,A94,A101,Short,A122,Young,A143,A152,Few,A173,One,A191,A201,good
A14,Long,A32,A41,High,A62,A75,High,A93,A101,Short,A123,Senior,A143,A152,Few,A174,One,A192,A201,good
A11,Short,A32,A40,Low,A61,A74,High,A93,A101,Short,A121,Young,A143,A152,Few,A173,One,A191,A201,bad
A14,Long,A32,A41,High,A61,A73,Low,A93,A101,Short,A124,Middle,A143,A153,Few,A174,One,A192,A201,good
A13,Medium,A32,A49,Medium,A61,A74,Low,A93,A101,Long,A122,Young,A143,A151,Few,A173,One,A192,A201,good
A12,Short,A33,A43,Low,A61,A73,High,A94,A102,Long,A121,Young,A143,A151,Many,A173,One,A191,A201,good
A14,Medium,A32,A40,Medium,A65,A72,High,A93,A101,Short,A122,Senior,A143,A152,Few,A173,One,A191,A201,good
A11,Short,A34,A40,Low,A61,A74,High,A92,A101,Long,A122,Middle,A143,A152,Many,A173,One,A191,A202,good
A11,Short,A34,A40,Low,A61,A72,Low,A93,A101,Long,A121,Senior,A143,A152,Few,A172,Two,A191,A202,good
A14,Long,A34,A42,High,A61,A72,Low,A92,A101,Long,A122,Young,A143,A151,Many,A173,One,A192,A201,bad
A11,Short,A32,A40,Low,A62,A75,High,A93,A101,Short,A122,Senior,A143,A152,Few,A173,One,A192,A201,good
A14,Short,A34,A43,Low,A65,A75,High,A93,A101,Long,A124,Middle,A143,A153,Many,A173,One,A191,A201,good
A14,Medium,A34,A45,High,A61,A75,High,A93,A101,Long,A124,Senior,A143,A153,Many,A173,One,A191,A201,good
A11,Medium,A32,A43,Medium,A61,A73,Low,A92,A101,Short,A121,Young,A143,A152,Few,A173,One,A191,A201,bad
A11,Long,A30,A42,High,A61,A73,High,A93,A101,Long,A124,Senior,A143,A153,Many,A173,Two,A191,A201,bad
A14,Medium,A32,A41,High,A62,A74,High,A92,A101,Long,A123,Young,A143,A152,Few,A173,One,A191,A201,good
A12,Medium,A32,A43,Low,A61,A73,High,A92,A103,Long,A121,Young,A143,A152,Few,A172,Two,A191,A201,good
A12,Long,A32,A41,High,A61,A72,Low,A93,A101,Long,A123,Middle,A143,A152,Many,A173,One,A191,A201,good
A14,Medium,A34,A46,Low,A62,A73,High,A92,A101,Long,A123,Middle,A143,A152,Few,A173,One,A191,A201,good
A14,Short,A34,A43,Low,A61,A74,Low,A93,A101,Short,A121,Senior,A143,A152,Many,A172,Two,A191,A201,good
A11,Long,A32,A43,Medium,A61,A73,High,A91,A101,Long,A123,Middle,A143,A151,Few,A173,One,A191,A201,bad
A11,Short,A32,A40,Low,A61,A72,High,A93,A101,Long,A121,Senior,A143,A152,Few,A172,Two,A192,A201,good
A12,Long,A32,A46,Medium,A61,A74,High,A93,A101,Short,A123,Middle,A143,A152,Many,A173,Two,A191,A201,good
A12,Medium,A32,A40,Medium,A62,A73,Low,A92,A101,Long,A123,Young,A143,A151,Many,A173,One,A192,A201,bad
A14,Short,A33,A41,Low,A61,A73,High,A94,A101,Long,A121,Senior,A143,A151,Few,A173,One,A191,A201,good
A14,Medium,A32,A43,Low,A62,A74,High,A94,A101,Long,A122,Young,A143,A152,Few,A173,One,A192,A201,good
A14,Medium,A32,A43,Medium,A65,A72,High,A93,A101,Short,A123,Young,A143,A152,Many,A173,One,A191,A201,good
A13,Medium,A34,A46,Medium,A61,A72,Low,A91,A101,Short,A123,Middle,A143,A151,Few,A173,One,A191,A201,bad
A11,Short,A32,A40,Low,A65,A71,High,A92,A101,Long,A122,Senior,A143,A152,Few,A174,One,A192,A201,good
A12,Medium,A34,A42,High,A61,A75,High,A92,A101,Long,A122,Middle,A143,A152,Few,A173,One,A192,A201,good
A11,Long,A32,A40,High,A61,A75,High,A93,A101,Long,A124,Senior,A141,A153,Few,A174,One,A191,A201,bad
A13,Medium,A32,A42,Medium,A61,A72,Low,A92,A101,Short,A122,Senior,A142,A152,Few,A172,One,A191,A201,good
A12,Short,A32,A43,Low,A61,A72,Low,A94,A101,Short,A121,Young,A143,A151,Few,A173,One,A191,A201,bad
A14,Medium,A33,A40,Medium,A61,A75,High,A93,A101,Long,A124,Senior,A143,A153,Many,A173,One,A192,A201,good
A11,Long,A32,A42,High,A65,A75,High,A93,A101,Long,A122,Middle,A143,A152,Few,A173,One,A191,A201,bad
A13,Medium,A32,A42,Medium,A61,A73,Low,A93,A101,Short,A121,Middle,A143,A152,Few,A172,Two,A191,A201,bad
A14,Short,A34,A40,Low,A61,A75,High,A93,A101,Long,A121,Senior,A143,A152,Many,A172,One,A191,A201,good
A11,Medium,A33,A40,Low,A61,A71,High,A93,A101,Short,A121,Senior,A143,A153,Many,A173,Two,A191,A201,bad
A14,Medium,A34,A40,Medium,A61,A73,High,A92,A101,Long,A123,Middle,A143,A152,Few,A173,One,A192,A201,good
A14,Medium,A32,A43,Low,A61,A74,High,A93,A101,Short,A123,Middle,A141,A152,Few,A173,Two,A191,A201,good
A11,Short,A31,A43,Low,A61,A73,High,A92,A101,Long,A121,Young,A141,A152,Few,A172,One,A191,A201,bad
A14,Long,A34,A41,High,A65,A74,Low,A93,A101,Short,A124,Middle,A143,A153,Many,A173,One,A192,A201,good
A14,Short,A34,A45,Low,A65,A74,High,A92,A101,Long,A121,Young,A143,A152,Many,A173,One,A191,A201,good
A14,Short,A31,A43,Medium,A63,A75,Low,A93,A101,Long,A122,Senior,A141,A152,Few,A172,Two,A191,A201,good
A11,Long,A32,A43,High,A61,A74,Low,A94,A103,Short,A121,Middle,A143,A152,Many,A173,One,A192,A201,bad
A12,Short,A34,A40,Medium,A62,A72,High,A93,A101,Short,A123,Young,A143,A152,Few,A173,One,A191,A201,good
A12,Short,A32,A46,Low,A61,A74,High,A92,A101,Long,A122,Senior,A143,A152,Many,A174,One,A192,A201,good
A12,Short,A32,A43,Low,A61,A72,Low,A93,A101,Short,A123,Young,A142,A152,Few,A173,One,A191,A201,bad
A12,Medium,A30,A40,Medium,A62,A72,High,A92,A101,Long,A123,Young,A143,A152,Many,A173,One,A191,A201,bad
A14,Medium,A30,A40,High,A65,A73,Low,A92,A101,Long,A122,Middle,A141,A152,Many,A173,One,A192,A201,bad
A11,Medium,A31,A42,High,A61,A74,High,A93,A101,Long,A123,Young,A141,A152,Few,A173,One,A191,A201,bad
A12,Medium,A34,A42,Medium,A61,A72,Low,A93,A101,Short,A121,Middle,A143,A152,Many,A172,One,A191,A201,bad
A11,Medium,A32,A41,Medium,A65,A75,High,A93,A101,Long,A124,Senior,A141,A153,Few,A173,Two,A192,A201,good
A11,Medium,A31,A43,Low,A61,A74,High,A93,A103,Long,A123,Young,A141,A151,Few,A172,One,A191,A201,bad
A13,Short,A33,A43,Low,A61,A72,Low,A92,A101,Short,A122,Middle,A141,A152,Few,A173,One,A191,A201,good
A12,Long,A32,A40,High,A65,A73,Low,A93,A101,Long,A124,Middle,A143,A153,Few,A173,One,A192,A201,bad
A12,Medium,A33,A49,High,A65,A73,High,A93,A101,Short,A122,Middle,A141,A152,Many,A174,One,A192,A201,good
A12,Medium,A33,A43,Low,A62,A74,High,A92,A101,Short,A122,Young,A143,A151,Many,A173,One,A192,A201,good
A11,Short,A32,A40,Low,A61,A74,Low,A91,A101,Long,A123,Middle,A143,A152,Few,A173,One,A191,A201,bad
A14,Medium,A34,A43,Medium,A64,A75,Low,A93,A101,Short,A123,Middle,A143,A152,Few,A173,One,A191,A201,good
A12,Long,A32,A43,High,A65,A74,High,A93,A101,Short,A123,Senior,A143,A152,Many,A173,Two,A192,A201,good
A11,Long,A32,A43,High,A61,A73,High,A92,A101,Short,A123,Middle,A143,A152,Few,A173,One,A192,A201,bad
A11,Medium,A32,A42,Medium,A61,A72,High,A92,A101,Long,A121,Young,A143,A151,Few,A172,One,A192,A201,bad
A14,Long,A34,A43,High,A61,A74,High,A93,A102,Short,A123,Middle,A143,A152,Few,A173,One,A191,A201,good
A14,Medium,A32,A41,High,A65,A71,Low,A92,A101,Long,A122,Young,A143,A151,Few,A174,One,A192,A201,good
A11,Medium,A32,A49,Low,A61,A73,High,A92,A101,Long,A122,Young,A143,A152,Few,A172,One,A191,A201,good
A12,Short,A32,A43,Low,A61,A75,High,A93,A101,Long,A123,Young,A143,A152,Many,A172,One,A191,A201,good
A14,Medium,A34,A42,Medium,A61,A74,Low,A92,A102,Long,A123,Young,A141,A152,Many,A173,One,A191,A201,good
A12,Short,A32,A43,Medium,A61,A74,Low,A92,A101,Short,A121,Young,A143,A152,Few,A173,One,A191,A201,good
A14,Medium,A34,A46,Medium,A65,A73,High,A92,A101,Short,A123,Middle,A143,A152,Many,A173,One,A192,A201,good
A12,Long,A34,A40,Medium,A61,A72,High,A91,A101,Long,A123,Young,A143,A152,Many,A173,One,A191,A201,bad
A14,Medium,A32,A48,Low,A61,A72,High,A94,A101,Long,A123,Young,A143,A152,Many,A172,One,A191,A201,good
A12,Medium,A34,A40,Low,A61,A75,High,A93,A103,Long,A121,Middle,A141,A152,Many,A173,One,A191,A201,bad
A12,Short,A34,A40,Medium,A61,A72,Low,A93,A101,Long,A121,Senior,A141,A152,Many,A172,Two,A191,A201,good
A14,Short,A32,A42,Low,A61,A73,High,A92,A101,Short,A121,Young,A143,A151,Few,A173,One,A191,A201,good
A12,Long,A32,A45,Medium,A61,A72,High,A93,A101,Short,A124,Middle,A143,A151,Few,A172,One,A191,A201,bad
A14,Short,A32,A40,Medium,A65,A75,High,A92,A101,Long,A124,Senior,A143,A153,Few,A174,One,A192,A201,good
A11,Medium,A32,A42,Medium,A61,A73,Low,A92,A101,Long,A121,Young,A141,A151,Few,A173,One,A191,A201,bad
A11,Short,A34,A40,Medium,A61,A73,Low,A93,A101,Short,A121,Middle,A143,A151,Many,A173,Two,A191,A201,good
A11,Short,A32,A42,Low,A61,A73,High,A93,A103,Short,A122,Young,A143,A152,Few,A172,One,A191,A201,good
A11,Medium,A32,A44,Low,A61,A73,High,A94,A101,Long,A121,Senior,A143,A152,Few,A172,One,A192,A201,bad
A11,Short,A34,A42,Medium,A61,A75,High,A93,A101,Long,A122,Senior,A143,A152,Many,A173,One,A191,A201,bad
A11,Short,A34,A43,Low,A61,A74,High,A92,A101,Long,A121,Senior,A143,A152,Many,A172,One,A192,A201,good
A12,Medium,A33,A40,Medium,A65,A73,High,A92,A101,Long,A123,Senior,A143,A151,Many,A173,One,A192,A201,good
A14,Medium,A32,A49,Medium,A64,A75,High,A92,A101,Long,A121,Middle,A141,A152,Few,A172,One,A191,A201,good
A12,Medium,A32,A40,Medium,A61,A73,High,A92,A101,Long,A122,Young,A143,A151,Few,A172,One,A192,A201,bad
A11,Medium,A31,A410,Low,A65,A75,High,A93,A101,Long,A123,Senior,A142,A152,Few,A174,One,A192,A201,bad
A12,Short,A31,A40,Low,A62,A72,Low,A92,A101,Short,A122,Middle,A142,A152,Few,A172,One,A191,A201,bad
A11,Medium,A32,A40,Low,A61,A74,High,A92,A101,Long,A123,Young,A143,A151,Many,A173,One,A191,A201,bad
A12,Medium,A30,A49,High,A61,A73,Low,A93,A101,Long,A121,Middle,A143,A152,Many,A172,One,A192,A201,bad
A14,Medium,A34,A40,Medium,A61,A74,Low,A93,A101,Short,A122,Middle,A141,A152,Many,A173,One,A191,A201,bad
A14,Medium,A33,A49,High,A61,A73,Low,A93,A101,Short,A124,Middle,A143,A153,Few,A173,One,A191,A201,good
A12,Short,A32,A43,Medium,A61,A72,Low,A92,A103,Short,A121,Senior,A143,A152,Few,A173,One,A191,A201,good
A12,Short,A32,A42,Low,A61,A73,High,A92,A101,Short,A122,Middle,A143,A152,Few,A173,One,A191,A201,bad
A12,Medium,A31,A46,Medium,A61,A74,High,A92,A101,Long,A124,Middle,A141,A153,Few,A172,One,A191,A201,bad
A14,Long,A32,A42,Medium,A61,A73,High,A92,A101,Short,A123,Young,A143,A152,Few,A174,One,A192,A201,bad
A13,Short,A32,A42,Low,A61,A72,High,A92,A101,Short,A122,Young,A143,A152,Few,A173,One,A191,A201,good
A11,Medium,A31,A42,Medium,A63,A73,High,A93,A101,Long,A121,Young,A142,A152,Few,A173,One,A192,A201,good
A14,Medium,A34,A49,High,A61,A73,High,A93,A101,Short,A121,Senior,A143,A152,Few,A174,One,A192,A201,good
A12,Long,A32,A43,Medium,A62,A73,High,A92,A102,Long,A124,Senior,A143,A153,Few,A173,One,A191,A201,bad
A14,Medium,A32,A43,Medium,A61,A72,High,A93,A101,Short,A121,Middle,A143,A152,Few,A173,One,A191,A201,good
A14,Medium,A32,A41,Low,A65,A75,High,A93,A101,Long,A124,Senior,A141,A153,Few,A173,Two,A191,A201,good
A11,Short,A32,A44,Low,A62,A71,High,A92,A101,Long,A122,Young,A143,A152,Few,A173,One,A191,A201,bad
A13,Short,A32,A40,Low,A62,A75,Low,A92,A101,Long,A124,Senior,A143,A153,Few,A172,Two,A191,A201,bad
A11,Medium,A32,A43,Medium,A64,A72,High,A92,A101,Short,A123,Middle,A141,A152,Few,A173,One,A191,A201,good
A11,Medium,A31,A41,High,A61,A73,Low,A92,A103,Long,A123,Young,A141,A151,Few,A173,One,A191,A202,good
A14,Medium,A33,A42,Medium,A61,A74,High,A92,A101,Short,A121,Young,A143,A152,Few,A173,One,A191,A201,bad
A12,Long,A30,A49,High,A65,A73,Low,A93,A101,Short,A123,Senior,A141,A152,Few,A174,One,A192,A201,good
A12,Long,A33,A43,High,A65,A73,Low,A93,A101,Short,A124,Young,A143,A153,Few,A174,One,A191,A201,good
A11,Short,A34,A40,High,A61,A73,Low,A93,A101,Long,A121,Middle,A143,A151,Many,A173,Two,A191,A201,good
A12,Long,A32,A42,High,A62,A73,Low,A92,A102,Long,A123,Young,A143,A151,Few,A173,One,A191,A201,bad
A14,Short,A32,A40,Low,A61,A73,High,A91,A101,Short,A121,Senior,A143,A152,Few,A172,One,A191,A201,good
A12,Medium,A34,A49,High,A61,A74,Low,A93,A101,Long,A122,Young,A143,A152,Many,A173,One,A191,A201,good
A14,Medium,A34,A40,Low,A61,A73,High,A93,A101,Short,A122,Middle,A141,A152,Many,A173,One,A191,A201,bad
A14,Long,A32,A49,High,A65,A73,High,A91,A101,Short,A121,Middle,A141,A152,Few,A173,One,A191,A201,bad
A11,Short,A32,A42,Medium,A61,A72,High,A92,A101,Short,A123,Young,A143,A151,Few,A173,One,A191,A201,good
A11,Medium,A32,A43,Medium,A61,A73,High,A93,A101,Long,A124,Senior,A143,A153,Many,A173,One,A191,A201,bad
A14,Medium,A32,A43,Medium,A65,A75,High,A93,A101,Short,A123,Middle,A143,A152,Few,A173,One,A191,A201,good
A13,Short,A32,A42,Medium,A61,A73,Low,A93,A101,Short,A121,Senior,A143,A152,Few,A173,One,A192,A201,good
A12,Short,A31,A40,Low,A62,A74,Low,A93,A101,Long,A124,Middle,A143,A152,Few,A173,One,A191,A201,bad
A14,Long,A34,A42,High,A63,A73,High,A93,A101,Long,A121,Middle,A143,A152,Many,A173,One,A192,A201,good
A14,Short,A32,A46,High,A65,A75,Low,A93,A101,Long,A121,Senior,A143,A152,Few,A172,One,A191,A201,good
A11,Medium,A32,A43,High,A61,A73,Low,A92,A101,Long,A123,Young,A143,A152,Few,A173,One,A191,A201,good
A11,Medium,A31,A42,Low,A61,A73,High,A93,A101,Long,A123,Senior,A141,A152,Few,A173,One,A191,A201,bad
A12,Medium,A32,A43,Low,A65,A72,High,A93,A101,Short,A122,Young,A143,A152,Few,A173,One,A191,A201,good
A14,Short,A32,A42,Medium,A61,A72,Low,A92,A102,Short,A123,Young,A143,A151,Many,A173,One,A191,A201,bad
A12,Medium,A32,A40,Low,A61,A72,High,A92,A101,Long,A123,Young,A143,A152,Few,A172,One,A192,A201,bad
A14,Short,A32,A46,Low,A61,A75,High,A93,A101,Long,A122,Senior,A141,A152,Many,A173,Two,A192,A201,good
A14,Medium,A32,A43,Low,A63,A74,High,A92,A101,Short,A123,Young,A143,A152,Few,A173,One,A191,A201,good
A14,Long,A33,A43,High,A61,A74,Low,A93,A101,Long,A123,Young,A143,A152,Many,A173,One,A192,A201,good
A14,Short,A32,A43,Low,A61,A72,High,A92,A101,Long,A123,Middle,A143,A152,Few,A173,Two,A191,A201,good
A11,Long,A33,A43,High,A61,A74,High,A93,A101,Short,A122,Young,A141,A152,Many,A173,Two,A192,A201,bad
A11,Medium,A32,A46,Low,A61,A71,High,A92,A101,Short,A121,Young,A143,A152,Few,A171,One,A191,A201,bad
A12,Medium,A32,A45,Low,A61,A75,High,A93,A101,Long,A123,Middle,A143,A152,Many,A172,One,A191,A201,good
A14,Medium,A32,A46,High,A62,A73,High,A93,A101,Short,A122,Senior,A143,A152,Few,A174,One,A192,A201,bad
A14,Medium,A34,A43,Medium,A61,A74,High,A94,A103,Short,A123,Middle,A143,A152,Many,A173,One,A192,A201,good
A11,Medium,A34,A43,Medium,A61,A74,High,A94,A101,Short,A122,Middle,A143,A152,Many,A174,One,A192,A201,good
A14,Long,A33,A49,High,A65,A72,High,A93,A101,Long,A123,Young,A143,A151,Many,A173,One,A192,A201,bad
A11,Long,A30,A42,High,A61,A73,Low,A91,A103,Short,A121,Middle,A143,A152,Many,A173,One,A191,A201,good
A14,Short,A32,A40,Low,A63,A73,Low,A92,A101,Short,A122,Young,A143,A152,Few,A173,One,A191,A201,bad
A13,Medium,A32,A40,Low,A61,A74,High,A93,A101,Long,A124,Middle,A141,A153,Few,A173,Two,A191,A201,bad
A11,Short,A32,A46,Low,A61,A73,High,A93,A101,Long,A123,Senior,A143,A151,Few,A172,Two,A191,A201,bad
A11,Long,A32,A46,High,A61,A74,High,A93,A101,Short,A124,Senior,A143,A153,Few,A174,One,A192,A201,good
A12,Short,A32,A42,Medium,A61,A73,High,A93,A101,Short,A122,Middle,A143,A152,Few,A172,One,A191,A201,bad
A11,Medium,A32,A40,Medium,A61,A75,High,A93,A102,Short,A121,Senior,A143,A152,Few,A173,One,A191,A201,bad
A12,Long,A33,A40,High,A62,A75,Low,A93,A101,Long,A123,Senior,A143,A152,Many,A174,One,A192,A201,bad
A14,Medium,A34,A41,Medium,A61,A74,High,A93,A101,Long,A123,Middle,A143,A152,Many,A173,One,A192,A201,good
A11,Medium,A32,A40,High,A61,A71,Low,A93,A101,Long,A124,Young,A143,A153,Few,A173,One,A191,A201,good
A12,Short,A32,A40,Low,A61,A75,High,A93,A101,Long,A123,Senior,A141,A152,Few,A172,Two,A191,A201,bad
A14,Long,A32,A43,High,A65,A74,High,A93,A101,Long,A123,Middle,A142,A152,Few,A173,One,A192,A201,good
A12,Long,A30,A49,High,A61,A73,Low,A92,A101,Short,A123,Young,A143,A152,Many,A173,One,A191,A201,good
A12,Medium,A34,A42,High,A61,A75,Low,A93,A101,Short,A124,Senior,A143,A152,Few,A173,One,A192,A201,good
A13,Short,A32,A43,Low,A61,A73,High,A94,A101,Long,A121,Young,A143,A151,Few,A173,One,A191,A201,good
A11,Short,A32,A40,Low,A65,A73,High,A94,A101,Short,A123,Young,A143,A152,Few,A173,One,A191,A201,bad
A14,Medium,A32,A42,Medium,A61,A75,High,A93,A101,Short,A121,Senior,A143,A152,Many,A173,One,A191,A201,good
A12,Short,A33,A42,Low,A61,A71,High,A93,A101,Short,A122,Middle,A142,A152,Many,A174,One,A192,A201,good
A13,Short,A34,A46,Low,A61,A73,Low,A92,A101,Long,A122,Senior,A143,A152,Few,A172,One,A191,A201,good
A14,Medium,A34,A410,High,A61,A71,High,A93,A102,Short,A124,Young,A141,A152,Many,A174,One,A192,A201,good
A12,Long,A31,A42,High,A64,A73,High,A93,A101,Short,A123,Middle,A142,A152,Few,A173,Two,A192,A201,good
A14,Long,A31,A49,High,A61,A73,Low,A92,A101,Short,A121,Young,A142,A152,Few,A173,One,A191,A201,good
A11,Short,A34,A40,High,A61,A75,High,A93,A102,Long,A122,Senior,A143,A151,Many,A173,One,A192,A201,bad
A13,Long,A34,A43,Medium,A61,A75,High,A93,A101,Long,A122,Senior,A143,A152,Few,A173,One,A191,A201,good
A14,Medium,A34,A49,High,A62,A73,High,A93,A101,Long,A122,Young,A143,A152,Many,A172,One,A192,A201,good
A14,Long,A32,A49,High,A62,A74,Low,A93,A101,Short,A123,Middle,A143,A152,Many,A173,One,A192,A201,good
